name,h_index,i10_index,works_count,cited_by_count,rush_works_5yr,two_year_mean_citedness,rush_dept,college,match_type,orcid,openalex_id,recent_author_works_5yr,senior_author_5yr,first_author_5yr,contributing_author_5yr,ambiguous_author_5yr,leadership_ratio_5yr,rush_affiliated_senior_5yr,external_contributor_5yr,corresponding_author_5yr,mean_fwci_5yr,top10_impact_works_5yr,top10_impact_share_5yr,dominant_topic_5yr,dominant_topic_works_5yr,openalex_awarded_works_5yr,nih_awarded_works_5yr,cross_dept_publications_5yr,rush_led_cross_dept_5yr,nih_project_years_5yr,nih_unique_projects_5yr,nih_active_projects,nih_r01_projects_5yr,nih_total_cost_5yr,nih_pi_match_type
Hannah Barbian,15,18,40,1347,15,4.133333333333334,Internal Medicine,Rush Medical College,"matched(ns=10,rw=15)",https://orcid.org/0000-0002-6513-6828,https://openalex.org/A5019597749,24,2,8,14,0,0.083,2,4,8,2.114,4,0.167,SARS-CoV-2 and COVID-19 Research,5,8,2,7,7,0,0,0,0,0,none
Vaskar Das,15,19,36,702,3,0.6666666666666666,Anesthesiology,Rush Medical College,"matched(ns=20,rw=3)",,https://openalex.org/A5039688980,8,0,4,2,2,0.000,0,1,4,1.545,1,0.125,Pain Mechanisms and Treatments,2,2,1,0,0,0,0,0,0,0,none
Summer Dewdney,15,23,89,882,24,1.6666666666666667,Obstetrics & Gynecology,Rush Medical College,"matched(ns=20,rw=24)",https://orcid.org/0000-0002-3576-4591,https://openalex.org/A5009155196,39,4,12,23,0,0.103,4,0,13,1.932,7,0.179,Endometrial and Cervical Cancer Treatments,12,4,3,3,1,0,0,0,0,0,none
Michelle M. Greene,15,17,28,798,4,0.0,Pediatrics,Rush Medical College,"matched(ns=23,rw=4)",,https://openalex.org/A5109190832,7,1,1,5,0,0.143,1,0,0,0.565,0,0.000,Infant Development and Preterm Care,3,2,2,3,3,0,0,0,0,0,none
Thomas J. Hoeppner,15,15,39,1109,1,0.0,Neurological Sciences,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5110071944,1,1,0,0,0,1.000,1,0,0,0.000,0,0.000,Epilepsy research and treatment,1,0,0,0,0,0,0,0,0,0,none
John J. Fernandez,15,22,74,1010,19,1.1333333333333333,Orthopedic Surgery,Rush Medical College,"matched(ns=23,rw=19)",https://orcid.org/0000-0001-5451-0266,https://openalex.org/A5063068871,29,2,3,22,2,0.069,2,4,5,0.759,2,0.069,Orthopedic Surgery and Rehabilitation,10,0,0,0,0,0,0,0,0,0,none
Frank C. Ko,15,22,58,818,22,2.230769230769231,Anatomy & Cell Biology,Rush Medical College,"matched(ns=23,rw=22)",https://orcid.org/0000-0001-6532-2084,https://openalex.org/A5090349941,31,0,6,25,0,0.000,0,5,2,1.231,5,0.161,Osteoarthritis Treatment and Mechanisms,3,19,19,24,16,9,3,2,0,880032,exact_first_last
Omar B. Lateef,15,22,55,1163,6,0.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=6)",https://orcid.org/0000-0002-5116-932X,https://openalex.org/A5005846090,6,1,0,5,0,0.167,1,0,0,1.229,1,0.167,Mechanical Circulatory Support Devices,2,0,0,3,2,0,0,0,0,0,none
Teresa A. Lillis,15,22,52,683,5,2.2,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=5)",https://orcid.org/0000-0002-3979-0439,https://openalex.org/A5072933720,8,0,3,5,0,0.000,0,2,3,2.929,3,0.375,Mindfulness and Compassion Interventions,2,3,2,0,0,0,0,0,0,0,none
Steve Mangos,15,16,40,1497,10,0.3333333333333333,Internal Medicine,Rush Medical College,"matched(ns=20,rw=10)",https://orcid.org/0000-0003-1402-1008,https://openalex.org/A5027854711,17,0,0,16,1,0.000,0,1,1,0.446,1,0.059,Renal Diseases and Glomerulopathies,2,3,3,1,1,2,1,1,0,447420,exact_first_last
Charles J. Marcuccilli,15,15,33,1076,1,5.0,Pediatrics,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5110031037,1,0,0,1,0,0.000,0,0,0,7.564,1,1.000,Genomics and Rare Diseases,1,0,0,0,0,0,0,0,0,0,none
Ira J. Miller,15,16,71,3677,19,0.4444444444444444,Pathology,Rush Medical College,"matched(ns=10,rw=19)",,https://openalex.org/A5110227647,27,1,1,24,1,0.037,1,5,2,0.931,1,0.037,Sarcoma Diagnosis and Treatment,8,1,1,19,15,0,0,0,0,0,none
Shannon O'Shea,0,0,0,0,0,0,College of Nursing,College of Nursing,api_search_wrong_person,,,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Philip Omotosho,15,23,61,1060,16,1.6666666666666667,Surgery,Rush Medical College,"matched(ns=20,rw=16)",https://orcid.org/0000-0001-8648-2802,https://openalex.org/A5020847614,18,4,0,14,0,0.222,4,2,2,1.254,2,0.111,Bariatric Surgery and Outcomes,14,0,0,4,2,0,0,0,0,0,none
Parag D. Patel,0,0,1,0,9,0.2,Anesthesiology,Rush Medical College,collision_resolved,,https://openalex.org/A5074827356,1,0,0,1,0,0.000,0,0,0,0.000,0,0.000,Cardiovascular Syncope and Autonomic Disorders,1,0,0,1,1,0,0,0,0,0,none
Payal Patel,15,22,82,1440,9,0.2,Internal Medicine,Rush Medical College,collision_resolved,https://orcid.org/0000-0002-1612-3887,https://openalex.org/A5090628603,43,3,11,28,1,0.070,1,23,9,0.558,2,0.047,Autoimmune Bullous Skin Diseases,11,4,2,14,11,0,0,0,0,0,none
Ruta D. Rao,15,26,81,795,20,6.8,Internal Medicine,Rush Medical College,"matched(ns=10,rw=20)",https://orcid.org/0000-0003-3037-2318,https://openalex.org/A5047039049,29,9,0,20,0,0.310,8,3,0,1.697,4,0.138,HER2/EGFR in Cancer Research,6,1,1,6,2,0,0,0,0,0,none
R. Jeffrey Snell,15,16,29,1565,4,0.0,Internal Medicine,Rush Medical College,"matched(ns=23,rw=4)",,https://openalex.org/A5053318177,4,0,0,4,0,0.000,0,0,0,9.396,3,0.750,Hemodynamic Monitoring and Therapy,1,1,1,0,0,0,0,0,0,0,none
David Changli Wei,15,15,35,1171,3,0.0,Internal Medicine,Rush Medical College,"matched(ns=13,rw=3)",,https://openalex.org/A5067919569,10,2,0,8,0,0.200,0,3,0,0.000,0,0.000,Renal Diseases and Glomerulopathies,2,0,0,1,1,0,0,0,0,0,none
Hagai Yavin,15,20,59,789,4,1.4285714285714286,Internal Medicine,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0003-0019-1102,https://openalex.org/A5005973866,46,2,14,30,0,0.043,0,28,10,1.464,13,0.283,Cardiac Arrhythmias and Treatments,24,1,0,0,0,0,0,0,0,0,none
Yasmin Asvat,14,14,29,801,4,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0001-7660-6250,https://openalex.org/A5013214194,7,1,0,6,0,0.143,1,1,0,2.764,3,0.429,Smoking Behavior and Cessation,2,4,0,0,0,0,0,0,0,0,none
Sawsan Mokhtar Awad,14,18,57,616,5,0.0,Pediatrics,Rush Medical College,"matched(ns=10,rw=5)",,https://openalex.org/A5113990582,9,4,0,5,0,0.444,4,1,1,1.315,1,0.111,Cardiac Arrhythmias and Treatments,2,0,0,0,0,0,0,0,0,0,none
Theodore J. Corbin,14,14,35,1017,10,1.25,Emergency Medicine,Rush Medical College,"matched(ns=10,rw=10)",https://orcid.org/0000-0001-5914-7494,https://openalex.org/A5032845059,15,6,3,6,0,0.400,5,0,4,2.039,4,0.267,Gun Ownership and Violence Research,4,4,1,8,7,0,0,0,0,0,none
Brian T. David,14,15,30,1024,8,4.0,Neurological Surgery,Rush Medical College,"matched(ns=23,rw=8)",https://orcid.org/0000-0001-8470-802X,https://openalex.org/A5041638949,13,2,2,9,0,0.154,2,2,1,3.269,2,0.154,Spinal Cord Injury Research,5,5,4,2,0,0,0,0,0,0,none
Pankaja Desai,14,23,90,974,61,3.3076923076923075,Internal Medicine,Rush Medical College,"matched(ns=20,rw=61)",https://orcid.org/0000-0002-0904-5905,https://openalex.org/A5015067266,71,1,16,54,0,0.014,0,3,16,2.225,15,0.211,Dementia and Cognitive Impairment Research,25,29,27,25,23,0,0,0,0,0,none
John L. Hamilton,14,16,60,2337,8,1.25,Orthopedic Surgery,Rush Medical College,"matched(ns=23,rw=8)",https://orcid.org/0000-0002-0716-9816,https://openalex.org/A5029000700,8,0,4,4,0,0.000,0,0,4,1.295,1,0.125,Bone Tissue Engineering Materials,3,3,2,6,5,2,1,1,0,376103,exact_first_last
Krista L. Hardy,14,19,66,590,1,1.3636363636363635,Surgery,Rush Medical College,"matched(ns=10,rw=1)",https://orcid.org/0000-0001-7638-7879,https://openalex.org/A5033681672,20,9,4,7,0,0.450,1,6,4,1.449,2,0.100,Bariatric Surgery and Outcomes,7,3,1,0,0,0,0,0,0,0,none
James J. Herdegen,14,16,38,1358,7,1.0,Internal Medicine,Rush Medical College,"matched(ns=23,rw=7)",,https://openalex.org/A5013896921,7,2,1,4,0,0.286,2,0,1,0.218,0,0.000,Obstructive Sleep Apnea Research,4,1,1,3,3,0,0,0,0,0,none
Henry Huang,14,17,89,594,35,1.7916666666666667,Internal Medicine,Rush Medical College,"matched(ns=10,rw=35)",https://orcid.org/0000-0002-4103-4317,https://openalex.org/A5010397406,70,24,4,41,1,0.343,17,22,13,1.064,8,0.114,Atrial Fibrillation Management and Outcomes,17,1,1,0,0,0,0,0,0,0,none
Miral D. Jhaveri,14,17,380,583,28,3.1666666666666665,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=23,rw=28)",https://orcid.org/0000-0001-6733-0088,https://openalex.org/A5011861199,49,9,0,40,0,0.184,8,20,1,0.321,2,0.041,Head and Neck Surgical Oncology,3,0,0,5,3,0,0,0,0,0,none
Giedrius Kanaporis,14,17,82,784,8,0.5,Physiology & Biophysics,Rush Medical College,"matched(ns=20,rw=8)",https://orcid.org/0000-0003-3593-1182,https://openalex.org/A5023592181,8,1,4,3,0,0.125,1,0,3,1.158,0,0.000,Cardiac electrophysiology and arrhythmias,7,6,3,2,2,2,1,1,1,1399484,exact_first_last
Jonathan L. Kaplan,14,21,54,895,1,1.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=1)",https://orcid.org/0000-0003-1526-049X,https://openalex.org/A5102973278,5,3,2,0,0,0.600,1,0,2,0.409,0,0.000,Healthcare Policy and Management,2,0,0,0,0,0,0,0,0,0,none
Karen J. Lui,14,15,47,1837,11,0.2,Pediatrics,Rush Medical College,"matched(ns=10,rw=11)",,https://openalex.org/A5112179599,15,0,0,15,0,0.000,0,4,0,1.772,3,0.200,Cardiovascular Health and Risk Factors,7,4,4,5,5,0,0,0,0,0,none
Neal Mehta,14,18,177,624,19,0.29411764705882354,Internal Medicine,Rush Medical College,"matched(ns=20,rw=19)",https://orcid.org/0000-0001-8185-4478,https://openalex.org/A5084022418,93,15,7,69,2,0.161,5,56,6,0.429,17,0.183,Gastric Cancer Management and Outcomes,16,1,1,5,3,0,0,0,0,0,none
Edward Pickering,14,18,91,840,5,1.625,Internal Medicine,Rush Medical College,"matched(ns=10,rw=5)",https://orcid.org/0000-0001-9873-4974,https://openalex.org/A5078104931,31,1,0,30,0,0.032,0,25,2,0.947,4,0.129,Lung Cancer Diagnosis and Treatment,6,3,2,1,0,0,0,0,0,0,none
Srikumar B. Pillai,14,20,48,683,14,0.0,Surgery,Rush Medical College,"matched(ns=10,rw=14)",,https://openalex.org/A5110850739,14,0,0,14,0,0.000,0,0,0,0.797,1,0.071,Hernia repair and management,2,0,0,1,1,0,0,0,0,0,none
Sebastian W. Pollandt,14,15,19,662,0,0,Neurological Sciences,Rush Medical College,api_search,https://orcid.org/0000-0003-1540-7439,https://openalex.org/A5037451277,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Josefina Ramos-Franco,14,19,31,972,0,0,Physiology & Biophysics,Rush Medical College,api_search,https://orcid.org/0000-0001-5404-9481,https://openalex.org/A5011534256,5,1,0,4,0,0.200,1,0,1,1.135,0,0.000,Marine Toxins and Detection Methods,2,5,5,0,0,0,0,0,0,0,none
Juan Rojas,14,17,117,853,13,2.0961538461538463,Internal Medicine,Rush Medical College,manual_override,https://orcid.org/0000-0002-8561-4575,https://openalex.org/A5077904660,86,23,10,51,2,0.267,14,17,13,1.700,10,0.116,Respiratory Support and Mechanisms,8,17,13,5,3,0,0,0,0,0,none
Jeffrey R. Schneider,14,15,37,940,18,5.5,Microbial Pathogens & Immunity,Rush Medical College,"matched(ns=23,rw=18)",https://orcid.org/0000-0001-9091-7653,https://openalex.org/A5060552276,19,4,0,15,0,0.211,4,1,3,2.601,5,0.263,SARS-CoV-2 and COVID-19 Research,6,10,9,10,8,1,1,0,0,200282,exact_first_last
David M. Simon,14,18,47,952,3,3.0,Internal Medicine,Rush Medical College,"matched(ns=4,rw=3)",https://orcid.org/0000-0001-7775-6912,https://openalex.org/A5082260071,20,2,6,12,0,0.100,0,12,6,2.624,4,0.200,Facial Rejuvenation and Surgery Techniques,8,0,0,2,2,0,0,0,0,0,none
Vanessa Stubbs,14,15,35,891,5,0.125,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=10,rw=5)",https://orcid.org/0000-0001-8801-2812,https://openalex.org/A5048069655,15,4,0,11,0,0.267,1,7,0,2.052,4,0.267,Head and Neck Cancer Studies,4,0,0,2,2,0,0,0,0,0,none
Maude Wagner,14,16,108,752,41,8.68,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=41)",https://orcid.org/0000-0002-1834-3218,https://openalex.org/A5083662555,50,3,15,32,0,0.060,3,0,15,3.359,11,0.220,Dementia and Cognitive Impairment Research,18,19,17,28,24,0,0,0,0,0,none
Lei Yan,14,23,61,845,12,2.4,Pathology,Rush Medical College,"matched(ns=20,rw=12)",https://orcid.org/0000-0001-7385-1242,https://openalex.org/A5100684934,28,9,2,17,0,0.321,5,11,8,1.423,2,0.071,Influenza Virus Research Studies,2,5,0,4,4,0,0,0,0,0,none
Laura J. Zimmermann,14,20,35,776,4,4.4,Internal Medicine,Rush Medical College,"matched(ns=10,rw=4)",https://orcid.org/0000-0002-3215-5248,https://openalex.org/A5063391440,11,1,0,10,0,0.091,1,7,0,2.799,4,0.364,Scoliosis diagnosis and treatment,4,2,0,4,3,0,0,0,0,0,none
Santosh Basapur,13,14,74,421,22,0.6842105263157895,Family & Preventive Medicine,Rush Medical College,"matched(ns=20,rw=22)",https://orcid.org/0000-0001-6287-1221,https://openalex.org/A5084653603,35,3,4,28,0,0.086,1,2,4,0.949,5,0.143,Family and Patient Care in Intensive Care Units,13,4,4,28,22,0,0,0,0,0,none
Alan T. Blank,13,19,139,761,89,1.0789473684210527,Orthopedic Surgery,Rush Medical College,"matched(ns=23,rw=89)",https://orcid.org/0000-0003-2531-5976,https://openalex.org/A5051328715,99,67,2,30,0,0.677,62,0,4,1.055,5,0.051,Sarcoma Diagnosis and Treatment,36,1,0,37,29,0,0,0,0,0,none
Christopher J. DeWald,13,16,39,2221,10,3.3333333333333335,Neurological Surgery,Rush Medical College,"matched(ns=23,rw=10)",,https://openalex.org/A5019972150,13,1,0,12,0,0.077,1,2,0,3.205,4,0.308,Scoliosis diagnosis and treatment,5,0,0,7,2,0,0,0,0,0,none
Tamara R. Fountain,13,13,25,514,4,0.0,Ophthalmology,Rush Medical College,"matched(ns=23,rw=4)",,https://openalex.org/A5059577958,8,1,1,5,1,0.125,1,2,2,5.221,3,0.375,Diversity and Career in Medicine,4,2,2,0,0,0,0,0,0,0,none
Casey A. Frankenberger,13,16,60,1981,4,0.6666666666666666,Anatomy & Cell Biology,Rush Medical College,"matched(ns=10,rw=4)",https://orcid.org/0000-0002-4511-8112,https://openalex.org/A5064693447,13,1,6,6,0,0.077,0,3,6,0.256,0,0.000,Cholinesterase and Neurodegenerative Diseases,2,2,2,1,1,0,0,0,0,0,none
Marielle J. Fricchione,13,15,35,1474,6,0.3333333333333333,Pediatrics,Rush Medical College,"matched(ns=10,rw=6)",https://orcid.org/0000-0003-2287-9135,https://openalex.org/A5022799212,10,1,3,6,0,0.100,1,4,3,3.141,3,0.300,Kawasaki Disease and Coronary Complications,1,0,0,3,2,0,0,0,0,0,none
Nicole Heath,13,14,24,914,1,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5075474456,1,0,1,0,0,0.000,0,0,0,2.377,0,0.000,Personality Disorders and Psychopathology,1,0,0,0,0,0,0,0,0,0,none
Diane Howard,13,15,54,1527,5,4.5,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=5)",,https://openalex.org/A5109177628,11,0,3,8,0,0.000,0,4,3,0.781,1,0.091,Military and Defense Studies,2,1,0,1,0,0,0,0,0,0,none
Jae Hyung Jung,13,14,35,916,5,1.5,Internal Medicine,Rush Medical College,"matched(ns=23,rw=5)",https://orcid.org/0000-0001-8737-9284,https://openalex.org/A5003682149,19,1,4,14,0,0.053,0,10,1,7.171,6,0.316,SARS-CoV-2 and COVID-19 Research,3,8,0,3,3,0,0,0,0,0,none
Monica Kogan,13,13,63,838,24,0.9333333333333333,Orthopedic Surgery,Rush Medical College,"matched(ns=20,rw=24)",https://orcid.org/0000-0002-9299-0691,https://openalex.org/A5059417761,38,16,1,19,2,0.421,16,2,5,1.072,6,0.158,Diversity and Career in Medicine,10,0,0,1,1,0,0,0,0,0,none
Marinos Kontzialis,13,20,61,505,3,4.7,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=20,rw=3)",https://orcid.org/0000-0001-9792-4979,https://openalex.org/A5068287056,20,4,3,13,0,0.200,0,8,3,1.411,2,0.100,Meningioma and schwannoma management,4,3,3,3,3,0,0,0,0,0,none
Jean Lee,13,14,30,641,4,0.0,Internal Medicine,Rush Medical College,collision_resolved,,https://openalex.org/A5048831249,8,0,0,8,0,0.000,0,2,1,0.803,1,0.125,Parkinson's Disease Mechanisms and Treatments,4,2,2,8,6,0,0,0,0,0,none
Jeehyun Lee,16,24,55,856,4,0.0,Internal Medicine,Rush Medical College,collision_resolved,https://orcid.org/0000-0003-4255-1129,https://openalex.org/A5100646584,22,11,0,11,0,0.500,0,11,11,0.947,1,0.045,COVID-19 epidemiological studies,7,11,0,0,0,0,0,0,0,0,none
Brett M. Mahon,13,16,68,921,2,1.8888888888888888,Pathology,Rush Medical College,"matched(ns=10,rw=2)",https://orcid.org/0000-0002-0024-0464,https://openalex.org/A5019442377,17,2,0,15,0,0.118,1,12,0,1.303,2,0.118,Acute Myeloid Leukemia Research,5,0,0,3,2,0,0,0,0,0,none
Carlo Manno,13,13,66,713,8,0.8235294117647058,Physiology & Biophysics,Rush Medical College,"matched(ns=20,rw=8)",https://orcid.org/0000-0002-1120-9606,https://openalex.org/A5069270368,30,3,5,11,11,0.100,3,0,17,1.173,1,0.033,Ion channel regulation and function,4,11,9,0,0,0,0,0,0,0,none
Augusto Miravalle,13,17,54,1335,4,1.3333333333333333,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0002-3363-6932,https://openalex.org/A5021222376,13,0,2,10,1,0.000,0,5,3,0.668,0,0.000,Multiple Sclerosis Research Studies,9,1,0,3,1,0,0,0,0,0,none
Teresa Moro,13,13,36,682,4,0.6666666666666666,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=4)",https://orcid.org/0000-0002-5823-4067,https://openalex.org/A5043787996,10,1,2,7,0,0.100,0,1,3,1.424,2,0.200,Geriatric Care and Nursing Homes,2,1,1,2,2,0,0,0,0,0,none
Amanda Lee Persons,13,17,32,428,6,1.5,College of Health Sciences,College of Health Sciences,"matched(ns=13,rw=6)",https://orcid.org/0000-0002-8494-3721,https://openalex.org/A5072500090,7,0,2,5,0,0.000,0,0,2,0.939,0,0.000,Neurotransmitter Receptor Influence on Behavior,3,4,4,6,4,0,0,0,0,0,none
Kouros A. Rezaei,13,15,83,1346,1,0.6363636363636364,Ophthalmology,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5113291092,49,41,0,8,0,0.837,1,8,1,1.459,5,0.102,Retinal and Macular Surgery,16,1,0,0,0,0,0,0,0,0,none
Steven K. Rothschild,13,18,44,613,7,4.25,Family & Preventive Medicine,Rush Medical College,"matched(ns=23,rw=7)",,https://openalex.org/A5074724374,8,1,0,7,0,0.125,1,0,0,1.617,2,0.250,Digital Mental Health Interventions,2,2,2,4,3,0,0,0,0,0,none
Rupa Sanghani,13,16,40,976,14,5.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=14)",,https://openalex.org/A5061311047,17,5,1,11,0,0.294,4,1,1,2.823,7,0.412,Cardiac Imaging and Diagnostics,6,2,2,2,2,0,0,0,0,0,none
Palmi N. Shah,13,16,71,901,20,2.1666666666666665,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=10,rw=20)",https://orcid.org/0000-0003-2629-2323,https://openalex.org/A5076123638,26,2,3,21,0,0.077,2,4,4,0.763,2,0.077,Nutrition and Health in Aging,5,1,0,15,10,0,0,0,0,0,none
Ajaypal Singh,13,15,105,553,25,0.1388888888888889,Internal Medicine,Rush Medical College,"matched(ns=20,rw=25)",,https://openalex.org/A5066683582,55,16,3,36,0,0.291,6,17,3,0.310,5,0.091,Gastric Cancer Management and Outcomes,13,1,0,4,3,0,0,0,0,0,none
Jeffrey S. Soble,13,14,45,783,2,0.5,Internal Medicine,Rush Medical College,"matched(ns=23,rw=2)",,https://openalex.org/A5064716721,3,0,0,3,0,0.000,0,0,0,0.184,0,0.000,Lymphatic Disorders and Treatments,1,0,0,1,1,0,0,0,0,0,none
David Stern,13,13,32,926,1,0.0,Cardiovascular & Thoracic Surgery,Rush Medical College,"matched(ns=20,rw=1)",,https://openalex.org/A5031726251,3,0,1,2,0,0.000,0,2,1,0.071,0,0.000,Mechanical Circulatory Support Devices,1,0,0,1,0,0,0,0,0,0,none
Hussam Suradi,13,15,77,1430,26,3.8,Internal Medicine,Rush Medical College,"matched(ns=20,rw=26)",https://orcid.org/0000-0001-6012-9648,https://openalex.org/A5079402460,37,15,0,22,0,0.405,15,4,1,1.894,6,0.162,Cardiac Valve Diseases and Treatments,13,0,0,0,0,0,0,0,0,0,none
Vidyani Suryadevara,13,16,50,1091,4,21.294117647058822,Orthopedic Surgery,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0003-4081-2989,https://openalex.org/A5024545936,26,8,9,9,0,0.308,3,7,10,7.062,7,0.269,"Telomeres, Telomerase, and Senescence",3,10,7,1,0,0,0,0,0,0,none
Melissa Tracy,13,13,35,2186,8,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=8)",,https://openalex.org/A5021044322,10,3,3,4,0,0.300,3,1,4,0.493,1,0.100,Cardiac Health and Mental Health,4,1,1,1,1,0,0,0,0,0,none
Megha Trivedi,13,15,30,806,2,0.3333333333333333,Dermatology,Rush Medical College,"matched(ns=20,rw=2)",,https://openalex.org/A5104832138,9,3,1,5,0,0.333,0,3,1,0.531,0,0.000,Emotion and Mood Recognition,1,0,0,0,0,0,0,0,0,0,none
Laura VanPuymbrouck,13,14,60,602,2,2.466666666666667,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=2)",https://orcid.org/0000-0003-1213-5327,https://openalex.org/A5025276228,41,17,19,5,0,0.415,12,0,20,1.694,9,0.220,Occupational Therapy Practice and Research,14,1,0,1,1,0,0,0,0,0,none
Antonia Zaferiou,13,14,39,409,1,1.4,Orthopedic Surgery,Rush Medical College,"matched(ns=20,rw=1)",https://orcid.org/0000-0002-2309-0067,https://openalex.org/A5021537312,21,15,2,3,1,0.714,3,3,11,1.570,4,0.190,"Balance, Gait, and Falls Prevention",7,6,1,0,0,0,0,0,0,0,none
Richard I. Abrams,12,13,31,712,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5082903583,1,1,0,0,0,1.000,1,0,0,0.065,0,0.000,Infectious Disease Case Reports and Treatments,1,0,0,0,0,0,0,0,0,0,none
Lionel C. Clement,12,13,28,1424,6,0.3333333333333333,Internal Medicine,Rush Medical College,"matched(ns=23,rw=6)",,https://openalex.org/A5109560827,6,4,0,2,0,0.667,4,0,1,0.773,1,0.167,Renal Diseases and Glomerulopathies,2,3,3,0,0,7,2,1,2,3301126,exact_first_last
Joshua DeMott,12,14,37,458,7,4.5,Emergency Medicine,Rush Medical College,"matched(ns=10,rw=7)",https://orcid.org/0000-0002-2151-4049,https://openalex.org/A5090876680,9,5,0,4,0,0.556,5,0,2,1.449,1,0.111,Atrial Fibrillation Management and Outcomes,1,0,0,2,0,0,0,0,0,0,none
Seema N. Desai,12,14,30,934,1,0.0,Pediatrics,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5110322331,7,4,0,3,0,0.571,0,2,0,0.541,0,0.000,Orthopedic Infections and Treatments,4,1,0,1,0,0,0,0,0,0,none
Mayra Estrella,12,17,67,510,7,0.2608695652173913,Internal Medicine,Rush Medical College,"matched(ns=10,rw=7)",https://orcid.org/0000-0002-6649-8898,https://openalex.org/A5010879019,40,0,10,30,0,0.000,0,21,10,0.593,5,0.125,Dementia and Cognitive Impairment Research,11,11,8,17,9,2,1,1,0,222372,exact_first_last
Peter Filip,12,16,68,373,24,3.576923076923077,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=20,rw=24)",https://orcid.org/0000-0002-6898-6633,https://openalex.org/A5066502704,53,5,10,38,0,0.094,0,14,9,1.843,10,0.189,Sinusitis and nasal conditions,14,1,0,12,12,0,0,0,0,0,none
David A. Gonzalez,12,19,77,642,32,2.5714285714285716,Neurological Sciences,Rush Medical College,"matched(ns=13,rw=32)",https://orcid.org/0000-0003-0882-7689,https://openalex.org/A5004457930,45,6,16,23,0,0.133,6,5,17,1.373,8,0.178,Dementia and Cognitive Impairment Research,17,10,10,3,2,0,0,0,0,0,none
