name,h_index,i10_index,works_count,cited_by_count,rush_works_5yr,two_year_mean_citedness,rush_dept,college,match_type,orcid,openalex_id,recent_author_works_5yr,senior_author_5yr,first_author_5yr,contributing_author_5yr,ambiguous_author_5yr,leadership_ratio_5yr,rush_affiliated_senior_5yr,external_contributor_5yr,corresponding_author_5yr,mean_fwci_5yr,top10_impact_works_5yr,top10_impact_share_5yr,dominant_topic_5yr,dominant_topic_works_5yr,openalex_awarded_works_5yr,nih_awarded_works_5yr,cross_dept_publications_5yr,rush_led_cross_dept_5yr,nih_project_years_5yr,nih_unique_projects_5yr,nih_active_projects,nih_r01_projects_5yr,nih_total_cost_5yr,nih_pi_match_type
Charlotte Royeen,20,39,120,1503,2,1.5,College of Health Sciences,College of Health Sciences,"matched(ns=10,rw=2)",,https://openalex.org/A5076222562,5,3,0,0,2,0.600,2,0,2,0.292,0,0.000,Innovations in Medical Education,1,0,0,0,0,0,0,0,0,0,none
Natalie R. Stevens,20,23,49,1549,4,1.2857142857142858,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=4)",https://orcid.org/0000-0002-1171-1057,https://openalex.org/A5002637205,13,0,1,12,0,0.000,0,7,1,1.769,3,0.231,Posttraumatic Stress Disorder Research,3,5,4,1,0,0,0,0,0,0,none
Julius V. Turian,20,31,125,1308,0,0,Radiation Oncology,Rush Medical College,api_search,https://orcid.org/0000-0001-5121-9094,https://openalex.org/A5042959186,8,3,0,5,0,0.375,2,0,0,0.281,0,0.000,Photoacoustic and Ultrasonic Imaging,1,0,0,2,2,0,0,0,0,0,none
Andrea R. Zammit,20,30,81,1267,27,1.736842105263158,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=27)",https://orcid.org/0000-0002-2749-1239,https://openalex.org/A5057687099,35,1,13,19,2,0.029,1,2,17,1.838,6,0.171,Dementia and Cognitive Impairment Research,17,15,14,26,23,3,2,0,0,624494,exact_first_last
Sonal Agrawal,19,25,87,1326,34,2.090909090909091,Pathology,Rush Medical College,"matched(ns=20,rw=34)",https://orcid.org/0000-0003-2375-8888,https://openalex.org/A5011964819,54,5,17,32,0,0.093,0,5,16,2.856,16,0.296,Dementia and Cognitive Impairment Research,10,17,17,39,35,0,0,0,0,0,none
Steven D. Bines,19,22,47,2939,0,0,Surgery,Rush Medical College,api_search,,https://openalex.org/A5066776512,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Yi Chen,19,28,91,1449,8,3.9565217391304346,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=8)",https://orcid.org/0009-0005-1045-0501,https://openalex.org/A5100419301,42,3,13,23,3,0.071,1,15,14,2.177,8,0.190,Dementia and Cognitive Impairment Research,13,12,9,12,10,0,0,0,0,0,none
Darius S. Francescatti,19,19,40,1369,4,0.8333333333333334,Surgery,Rush Medical College,"matched(ns=10,rw=4)",,https://openalex.org/A5108710970,8,0,0,8,0,0.000,0,3,0,0.212,0,0.000,Breast Cancer Treatment Studies,3,2,1,0,0,0,0,0,0,0,none
Robyn L. Golden,19,27,81,1857,19,0.7142857142857143,College of Health Sciences,College of Health Sciences,"matched(ns=10,rw=19)",,https://openalex.org/A5002561857,26,9,5,12,0,0.346,8,2,5,1.618,3,0.115,Geriatric Care and Nursing Homes,5,3,0,6,6,0,0,0,0,0,none
Thomas M. Holland,19,24,78,1703,31,0.8125,Internal Medicine,Rush Medical College,"matched(ns=10,rw=31)",https://orcid.org/0000-0002-9888-0194,https://openalex.org/A5073612672,42,1,5,35,1,0.024,1,1,6,4.926,16,0.381,Nutritional Studies and Diet,10,14,12,24,23,0,0,0,0,0,none
Alifiya Kapasi,19,28,75,2826,39,2.2903225806451615,Pathology,Rush Medical College,"matched(ns=20,rw=39)",https://orcid.org/0000-0003-1911-8482,https://openalex.org/A5026135536,50,0,13,37,0,0.000,0,3,13,3.027,19,0.380,Dementia and Cognitive Impairment Research,23,24,23,38,31,4,1,1,0,444607,exact_first_last
Justin Kim,19,30,113,1437,4,1.3,Internal Medicine,Rush Medical College,"matched(ns=20,rw=4)",https://orcid.org/0000-0002-6544-6797,https://openalex.org/A5057797551,79,7,20,52,0,0.089,0,49,20,1.572,11,0.139,Diabetic Foot Ulcer Assessment and Management,6,13,7,1,0,0,0,0,0,0,none
Mary Beth Madonna,19,35,90,1405,18,0.0,Surgery,Rush Medical College,"matched(ns=23,rw=18)",https://orcid.org/0000-0001-8413-9728,https://openalex.org/A5049966575,18,2,0,16,0,0.111,2,0,1,1.946,3,0.167,Neuroblastoma Research and Treatments,4,0,0,3,3,0,0,0,0,0,none
Valeriy Shafiro,19,33,133,1141,5,1.5,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=5)",https://orcid.org/0000-0002-5722-748X,https://openalex.org/A5074131748,29,12,9,5,3,0.414,10,2,14,0.727,3,0.103,Hearing Loss and Rehabilitation,16,7,6,0,0,0,0,0,0,0,none
Ryan M. Smith,19,25,81,1138,10,0.8181818181818182,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=23,rw=10)",https://orcid.org/0000-0001-9006-4347,https://openalex.org/A5015748850,25,0,1,24,0,0.000,0,14,1,0.604,1,0.040,Migraine and Headache Studies,6,1,1,2,2,0,0,0,0,0,none
Travis Stoub,19,27,47,2238,5,3.2,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=5)",https://orcid.org/0000-0002-0370-6848,https://openalex.org/A5074010558,8,0,1,7,0,0.000,0,0,1,2.306,3,0.375,EEG and Brain-Computer Interfaces,2,2,1,1,1,0,0,0,0,0,none
Thomas R. Witt,19,22,40,1621,1,0.0,Surgery,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5061772015,2,0,0,2,0,0.000,0,0,0,1.927,1,0.500,Gut microbiota and health,2,1,1,2,2,0,0,0,0,0,none
Shilpa Arora,18,28,96,964,11,0.1111111111111111,Internal Medicine,Rush Medical College,"matched(ns=20,rw=11)",https://orcid.org/0000-0003-4744-1615,https://openalex.org/A5037273691,31,5,6,20,0,0.161,1,8,7,0.699,2,0.065,Systemic Lupus Erythematosus Research,4,0,0,0,0,0,0,0,0,0,none
Lauren E. Bradley,18,22,48,1557,4,9.25,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=4)",https://orcid.org/0000-0001-5202-7748,https://openalex.org/A5079647012,11,1,1,9,0,0.091,0,5,1,1.624,2,0.182,"Obesity, Physical Activity, Diet",3,4,3,3,3,0,0,0,0,0,none
Fei Chu,18,23,66,1322,2,0.3,Surgery,Rush Medical College,"matched(ns=20,rw=2)",https://orcid.org/0000-0001-8487-9697,https://openalex.org/A5102745252,16,2,4,8,2,0.125,0,6,6,0.882,3,0.188,Phosphodiesterase function and regulation,2,5,0,2,2,0,0,0,0,0,none
David J. Cimbaluk,18,27,70,943,11,0.0,Pathology,Rush Medical College,"matched(ns=10,rw=11)",,https://openalex.org/A5010643759,14,2,0,12,0,0.143,1,1,0,0.478,1,0.071,Chronic Kidney Disease and Diabetes,2,2,2,9,6,0,0,0,0,0,none
Melissa M. Crane,18,25,61,1699,13,0.3333333333333333,Family & Preventive Medicine,Rush Medical College,"matched(ns=23,rw=13)",https://orcid.org/0000-0002-1458-2692,https://openalex.org/A5020506625,20,1,7,12,0,0.050,1,1,7,1.046,2,0.100,Mobile Health and mHealth Applications,3,12,11,3,3,6,3,2,1,1627125,exact_first_last
Mark T. DeMeo,18,19,53,2066,1,0.14285714285714285,Internal Medicine,Rush Medical College,"matched(ns=23,rw=1)",https://orcid.org/0009-0002-0202-9598,https://openalex.org/A5110883761,10,2,0,8,0,0.200,2,8,0,0.654,1,0.100,Advanced Breast Cancer Therapies,6,1,1,1,1,0,0,0,0,0,none
Matthew Dixon,18,29,97,1171,20,1.8823529411764706,Surgery,Rush Medical College,"matched(ns=20,rw=20)",https://orcid.org/0000-0003-4797-1624,https://openalex.org/A5015492465,49,8,3,38,0,0.163,4,23,5,2.068,3,0.061,Pancreatic and Hepatic Oncology Research,13,0,0,8,2,0,0,0,0,0,none
Sefer Gezer,18,24,49,1825,3,0.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=3)",,https://openalex.org/A5018872910,5,0,0,5,0,0.000,0,0,0,0.037,0,0.000,Hemoglobinopathies and Related Disorders,2,0,0,2,2,0,0,0,0,0,none
Frank D. Hicks,18,22,50,1313,1,0.0,College of Nursing,College of Nursing,"matched(ns=23,rw=1)",,https://openalex.org/A5014847438,7,2,3,1,1,0.286,2,0,4,0.242,0,0.000,Nursing education and management,2,0,0,0,0,0,0,0,0,0,none
Rebecca A. Hoban,18,25,48,1715,3,5.5,Pediatrics,Rush Medical College,"matched(ns=10,rw=3)",https://orcid.org/0000-0001-9457-8791,https://openalex.org/A5018711184,20,5,9,6,0,0.250,2,2,10,3.722,7,0.350,Breastfeeding Practices and Influences,7,0,0,3,3,0,0,0,0,0,none
Mehmet Kocak,18,28,87,1014,14,0.9230769230769231,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=20,rw=14)",https://orcid.org/0000-0002-8283-4070,https://openalex.org/A5100748739,27,6,0,21,0,0.222,3,9,1,1.977,4,0.148,Fetal and Pediatric Neurological Disorders,8,2,1,8,7,0,0,0,0,0,none
George Kokosis,18,27,103,1045,46,1.5,Surgery,Rush Medical College,"matched(ns=20,rw=46)",https://orcid.org/0000-0002-9531-615X,https://openalex.org/A5068843829,61,32,2,27,0,0.525,30,4,8,1.421,23,0.377,Reconstructive Surgery and Microvascular Techniques,12,2,2,4,2,0,0,0,0,0,none
Timothy Larsen,18,29,114,1373,32,1.45,Internal Medicine,Rush Medical College,"matched(ns=10,rw=32)",https://orcid.org/0000-0002-0046-3473,https://openalex.org/A5060811258,59,14,4,41,0,0.237,4,15,4,1.609,12,0.203,Atrial Fibrillation Management and Outcomes,16,1,1,1,1,0,0,0,0,0,none
Jerome M. Loew,18,24,45,1328,1,0.0,Pathology,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5033942558,1,1,0,0,0,1.000,1,0,0,0.146,0,0.000,Platelet Disorders and Treatments,1,0,0,0,0,0,0,0,0,0,none
Katia de Paiva Lopes,18,21,70,3762,34,4.32,Neurological Sciences,Rush Medical College,"matched(ns=23,rw=34)",https://orcid.org/0000-0002-0240-0126,https://openalex.org/A5052653388,46,2,5,39,0,0.043,2,7,5,18.582,16,0.348,Neuroinflammation and Neurodegeneration Mechanisms,11,34,32,23,18,0,0,0,0,0,none
Karen H. Ma,18,27,87,1225,4,1.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=4)",https://orcid.org/0009-0009-8417-2240,https://openalex.org/A5110541976,34,1,2,31,0,0.029,0,27,2,0.870,3,0.088,Cerebrovascular and Carotid Artery Diseases,6,6,1,2,1,0,0,0,0,0,none
Amanda R. Mathew,18,26,57,1589,8,0.0,Family & Preventive Medicine,Rush Medical College,"matched(ns=23,rw=8)",https://orcid.org/0000-0003-3240-5697,https://openalex.org/A5036557152,15,2,6,7,0,0.133,1,0,6,0.518,1,0.067,Smoking Behavior and Cessation,6,4,2,0,0,9,4,2,2,4225829,exact_first_last
Elias Michaelides,18,30,77,1291,12,5.5,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=20,rw=12)",https://orcid.org/0000-0002-2091-8973,https://openalex.org/A5045457602,19,7,1,11,0,0.368,7,1,2,0.603,2,0.105,Hearing Loss and Rehabilitation,5,0,0,3,2,0,0,0,0,0,none
Kousiki Patra,18,21,40,1356,8,0.42857142857142855,Pediatrics,Rush Medical College,"matched(ns=20,rw=8)",https://orcid.org/0000-0002-5038-6613,https://openalex.org/A5065526017,12,5,3,4,0,0.417,5,0,3,2.367,2,0.167,Infant Development and Preterm Care,4,1,1,5,4,0,0,0,0,0,none
Pallavi P. Patwari,18,20,65,989,3,1.4,Pediatrics,Rush Medical College,"matched(ns=23,rw=3)",https://orcid.org/0000-0001-9780-4280,https://openalex.org/A5086110413,9,3,3,3,0,0.333,3,2,5,3.385,1,0.111,Neuroscience of respiration and sleep,2,0,0,0,0,0,0,0,0,0,none
Douglas Roehler,18,24,59,1156,1,6.153846153846154,Pediatrics,Rush Medical College,"matched(ns=10,rw=1)",https://orcid.org/0000-0003-3646-7174,https://openalex.org/A5029919016,25,4,2,19,0,0.160,0,16,2,4.111,11,0.440,Cannabis and Cannabinoid Research,15,2,1,0,0,0,0,0,0,0,none
Chirag M. Shah,18,24,66,1725,1,0.2,Physical Medicine & Rehabilitation,Rush Medical College,"matched(ns=10,rw=1)",,https://openalex.org/A5111134308,13,7,0,6,0,0.538,0,5,0,0.673,0,0.000,Hidradenitis Suppurativa and Treatments,2,0,0,1,1,0,0,0,0,0,none
Deana S. Shenaq,18,23,69,842,28,1.8,Surgery,Rush Medical College,"matched(ns=10,rw=28)",https://orcid.org/0000-0001-9516-8356,https://openalex.org/A5059862627,33,9,0,24,0,0.273,9,1,4,1.687,7,0.212,Lymphatic System and Diseases,5,0,0,3,2,0,0,0,0,0,none
Xuanji Wang,18,29,90,1402,1,4.166666666666667,Surgery,Rush Medical College,"matched(ns=4,rw=1)",https://orcid.org/0000-0002-4091-8196,https://openalex.org/A5080025233,20,2,2,16,0,0.100,0,14,1,1.185,3,0.150,Migraine and Headache Studies,3,7,1,2,0,0,0,0,0,0,none
William L. Whittier,18,25,69,1466,15,0.375,Internal Medicine,Rush Medical College,"matched(ns=23,rw=15)",,https://openalex.org/A5046393021,17,9,0,7,1,0.529,9,0,1,0.813,1,0.059,Renal Diseases and Glomerulopathies,5,0,0,0,0,0,0,0,0,0,none
Karen L. Wright,18,24,234,2516,1,0.10526315789473684,College of Nursing,College of Nursing,"matched(ns=4,rw=1)",https://orcid.org/0000-0001-5967-8156,https://openalex.org/A5071987109,150,8,11,21,110,0.053,3,18,122,0.221,4,0.027,Diversity and Career in Medicine,6,5,4,5,4,0,0,0,0,0,none
David A. Ansell,17,21,43,973,11,1.25,Internal Medicine,Rush Medical College,"matched(ns=10,rw=11)",https://orcid.org/0000-0002-2286-6425,https://openalex.org/A5105771267,12,3,4,5,0,0.250,3,0,4,3.131,5,0.417,Trauma and Emergency Care Studies,2,0,0,4,4,0,0,0,0,0,none
Mariam S. Aziz,17,21,46,2041,10,0.7142857142857143,Internal Medicine,Rush Medical College,"matched(ns=10,rw=10)",,https://openalex.org/A5086540217,20,0,1,18,1,0.000,0,7,2,4.351,4,0.200,COVID-19 Clinical Research Studies,2,7,6,1,1,0,0,0,0,0,none
Anuradha R. Bhama,17,23,117,3051,14,13.833333333333334,Surgery,Rush Medical College,"matched(ns=23,rw=14)",https://orcid.org/0000-0003-3460-418X,https://openalex.org/A5034770042,49,6,6,35,2,0.122,5,26,6,2.313,7,0.143,Colorectal Cancer Surgical Treatments,12,1,0,2,2,0,0,0,0,0,none
Wojciech Blogowski,17,27,60,826,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5026301794,10,4,1,5,0,0.400,3,3,3,1.815,3,0.300,Pancreatic and Hepatic Oncology Research,3,0,0,0,0,0,0,0,0,0,none
Joyce A. Corsica,17,21,43,1914,2,3.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=2)",,https://openalex.org/A5038921478,3,0,1,2,0,0.000,0,1,1,2.445,1,0.333,Mobile Health and mHealth Applications,1,0,0,1,0,0,0,0,0,0,none
Ricardo B. V. Fontes,17,30,92,1136,27,0.375,Neurological Surgery,Rush Medical College,"matched(ns=23,rw=27)",,https://openalex.org/A5112857248,32,11,0,21,0,0.344,11,2,1,1.011,3,0.094,Cervical and Thoracic Myelopathy,6,0,0,2,1,0,0,0,0,0,none
Jared A. Greenberg,17,23,92,1031,36,1.7727272727272727,Internal Medicine,Rush Medical College,"matched(ns=23,rw=36)",https://orcid.org/0000-0002-3446-2903,https://openalex.org/A5052679408,42,23,5,14,0,0.548,22,1,10,1.180,6,0.143,Family and Patient Care in Intensive Care Units,18,2,1,33,30,0,0,0,0,0,none
Brian J. Klassen,17,22,38,1037,13,2.4285714285714284,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=13)",https://orcid.org/0000-0002-2787-5865,https://openalex.org/A5042132817,16,6,0,10,0,0.375,4,1,0,2.677,5,0.312,Posttraumatic Stress Disorder Research,13,10,6,1,1,0,0,0,0,0,none
Donald Lei,17,21,65,704,2,0.375,Dermatology,Rush Medical College,"matched(ns=20,rw=2)",https://orcid.org/0000-0002-6408-5512,https://openalex.org/A5046198231,26,2,1,23,0,0.077,2,23,2,1.058,3,0.115,Dermatology and Skin Diseases,11,5,0,0,0,0,0,0,0,0,none
Arka N. Mallela,17,31,133,882,6,1.872340425531915,Neurological Surgery,Rush Medical College,"matched(ns=23,rw=6)",https://orcid.org/0000-0003-0993-198X,https://openalex.org/A5022121193,115,0,15,100,0,0.000,0,94,18,1.564,20,0.174,Meningioma and schwannoma management,23,9,8,0,0,0,0,0,0,0,none
João Mamede,17,23,46,1144,18,2.8181818181818183,Microbial Pathogens & Immunity,Rush Medical College,"matched(ns=10,rw=18)",https://orcid.org/0000-0002-6048-1876,https://openalex.org/A5054537957,27,4,4,18,1,0.148,4,0,8,2.574,7,0.259,HIV Research and Treatment,5,13,10,7,4,0,0,0,0,0,none
Liam McKeever,17,27,56,3349,5,3.111111111111111,College of Health Sciences,College of Health Sciences,"matched(ns=20,rw=5)",https://orcid.org/0000-0001-6002-2197,https://openalex.org/A5036052699,28,5,1,20,2,0.179,3,16,6,5.254,9,0.321,Clinical Nutrition and Gastroenterology,6,3,1,1,1,0,0,0,0,0,none
Lorenzo F. Muñoz,17,24,45,1668,6,0.4,Neurological Surgery,Rush Medical College,"matched(ns=10,rw=6)",,https://openalex.org/A5110473697,10,0,0,10,0,0.000,0,2,0,0.701,1,0.100,Glioma Diagnosis and Treatment,2,1,1,6,5,0,0,0,0,0,none
Peter Papagiannopoulos,17,28,93,977,45,1.1666666666666667,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=20,rw=45)",https://orcid.org/0000-0002-4209-9980,https://openalex.org/A5057378429,52,6,3,43,0,0.115,6,3,7,1.439,6,0.115,Sinusitis and nasal conditions,21,1,1,19,16,0,0,0,0,0,none
Vasil Peev,17,20,30,3177,3,1.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=3)",https://orcid.org/0000-0001-6690-6276,https://openalex.org/A5040783791,4,0,0,4,0,0.000,0,1,0,5.038,1,0.250,Mechanical Circulatory Support Devices,1,0,0,2,2,0,0,0,0,0,none
Ami N. Shah,17,26,105,1403,46,2.8181818181818183,Surgery,Rush Medical College,"matched(ns=23,rw=46)",https://orcid.org/0000-0002-1210-3117,https://openalex.org/A5021771263,65,26,4,34,1,0.400,24,12,17,1.504,11,0.169,Climate Change and Health Impacts,6,2,1,3,3,0,0,0,0,0,none
Mindy Simpson,17,20,59,1209,14,2.6,Pediatrics,Rush Medical College,"matched(ns=20,rw=14)",https://orcid.org/0000-0001-5925-0117,https://openalex.org/A5011063268,21,3,4,14,0,0.143,2,1,4,1.241,2,0.095,Hemophilia Treatment and Research,17,1,0,1,1,0,0,0,0,0,none
Tianhao Wang,17,24,79,1142,13,13.4,Neurological Sciences,Rush Medical College,collision_resolved,https://orcid.org/0009-0004-2767-0503,https://openalex.org/A5100610988,53,1,3,48,1,0.019,0,36,4,3.921,14,0.264,Dementia and Cognitive Impairment Research,6,17,7,11,9,0,0,0,0,0,none
Timothy Wang,19,38,83,1157,13,13.4,Neurological Surgery,Rush Medical College,collision_resolved,https://orcid.org/0000-0002-3858-7279,https://openalex.org/A5060368144,47,1,22,24,0,0.021,1,23,13,2.065,12,0.255,Spine and Intervertebral Disc Pathology,19,1,1,0,0,0,0,0,0,0,none
Mark A. Yoder,17,22,50,1119,6,7.142857142857143,Internal Medicine,Rush Medical College,"matched(ns=10,rw=6)",https://orcid.org/0009-0001-7337-9969,https://openalex.org/A5031329201,12,1,1,10,0,0.083,1,4,1,4.574,3,0.250,Sepsis Diagnosis and Treatment,3,1,0,6,4,0,0,0,0,0,none
Lili Zhou,17,24,61,969,3,8.277777777777779,Pediatrics,Rush Medical College,"matched(ns=20,rw=3)",https://orcid.org/0000-0003-4735-5733,https://openalex.org/A5101767773,35,1,9,25,0,0.029,0,22,7,2.653,6,0.171,Genetics and Neurodevelopmental Disorders,3,18,2,1,0,0,0,0,0,0,none
Sarah H. Ailey,16,25,63,650,1,2.1538461538461537,College of Nursing,College of Nursing,"matched(ns=23,rw=1)",https://orcid.org/0000-0003-2364-6149,https://openalex.org/A5089525989,25,6,5,14,0,0.240,6,4,5,1.309,5,0.200,Autism Spectrum Disorder Research,4,2,1,2,2,2,1,1,1,1032619,exact_first_last
Marta Batus,16,23,147,848,24,20.333333333333332,Internal Medicine,Rush Medical College,"matched(ns=20,rw=24)",https://orcid.org/0000-0003-0337-8618,https://openalex.org/A5053344068,25,2,0,23,0,0.080,2,1,0,1.347,2,0.080,Sarcoma Diagnosis and Treatment,7,0,0,23,21,0,0,0,0,0,none
James R. Cameron,16,19,65,1634,1,1.0,Diagnostic Radiology & Nuclear Medicine,Rush Medical College,"matched(ns=23,rw=1)",https://orcid.org/0000-0003-0080-2786,https://openalex.org/A5103005713,6,1,0,4,1,0.167,0,3,1,0.894,1,0.167,Retinal Development and Disorders,1,2,1,1,1,0,0,0,0,0,none
Jamie A. Cvengros,16,22,43,1174,1,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5000949643,1,0,0,1,0,0.000,0,0,0,4.418,1,1.000,Sleep and related disorders,1,1,0,0,0,0,0,0,0,0,none
Gaurav Dhar,16,18,60,1155,7,1.3,Internal Medicine,Rush Medical College,"matched(ns=20,rw=7)",,https://openalex.org/A5074475413,24,9,1,14,0,0.375,1,8,2,1.286,2,0.083,Cardiac Valve Diseases and Treatments,8,3,2,0,0,0,0,0,0,0,none
Sheila M. Dowd,16,18,55,1119,6,1.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=23,rw=6)",https://orcid.org/0000-0002-6032-0351,https://openalex.org/A5081447375,8,0,0,7,1,0.000,0,0,1,2.087,2,0.250,Healthcare professionals’ stress and burnout,2,4,3,0,0,0,0,0,0,0,none
Michael Eggerstedt,16,24,52,707,17,6.333333333333333,Otorhinolaryngology - Head & Neck Surgery,Rush Medical College,"matched(ns=20,rw=17)",https://orcid.org/0000-0001-8491-9126,https://openalex.org/A5071545774,23,2,7,14,0,0.087,2,3,5,0.957,1,0.043,Facial Rejuvenation and Surgery Techniques,4,0,0,1,1,0,0,0,0,0,none
Larry J. Goodman,16,26,61,1206,1,0.0,Internal Medicine,Rush Medical College,"matched(ns=23,rw=1)",,https://openalex.org/A5113643990,2,1,0,1,0,0.500,0,0,0,2.906,1,0.500,Food Security and Health in Diverse Populations,1,0,0,1,1,0,0,0,0,0,none
Parul Goyal,16,28,104,790,5,0.6666666666666666,Dermatology,Rush Medical College,"matched(ns=20,rw=5)",https://orcid.org/0000-0002-9075-5890,https://openalex.org/A5103280247,32,8,2,22,0,0.250,2,19,2,0.856,1,0.031,Autoimmune Bullous Skin Diseases,2,1,1,1,1,0,0,0,0,0,none
Kajal Gupta,16,21,51,1107,20,6.2727272727272725,Surgery,Rush Medical College,"matched(ns=20,rw=20)",https://orcid.org/0000-0002-0665-1539,https://openalex.org/A5023819670,33,9,10,14,0,0.273,8,5,12,2.431,10,0.303,Mosquito-borne diseases and control,3,4,2,13,11,0,0,0,0,0,none
Kristen Haut,16,17,41,1457,14,0.0,Psychiatry & Behavioral Sciences,Rush Medical College,"matched(ns=10,rw=14)",https://orcid.org/0000-0002-1747-4099,https://openalex.org/A5052127501,14,0,2,12,0,0.000,0,0,2,2.813,3,0.214,Schizophrenia research and treatment,6,8,8,0,0,0,0,0,0,0,none
Edward F. Hollinger,16,20,57,767,8,0.0,Surgery,Rush Medical College,"matched(ns=23,rw=8)",,https://openalex.org/A5018230393,9,0,0,9,0,0.000,0,1,0,0.259,0,0.000,Vascular Procedures and Complications,2,0,0,2,2,0,0,0,0,0,none
Shivi Jain,16,25,106,850,11,1.6,Internal Medicine,Rush Medical College,collision_resolved,https://orcid.org/0000-0002-5869-0812,https://openalex.org/A5078221408,32,10,8,14,0,0.312,8,9,8,0.824,3,0.094,Ovarian function and disorders,5,0,0,4,3,0,0,0,0,0,none
Shuchi Jain,1,1,2,410,11,1.6,Anesthesiology,Rush Medical College,collision_resolved,,https://openalex.org/A5109994384,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Neeraj Jolly,16,26,90,908,19,0.625,Internal Medicine,Rush Medical College,"matched(ns=20,rw=19)",,https://openalex.org/A5113765613,23,3,0,20,0,0.130,2,3,0,1.068,4,0.174,Coronary Interventions and Diagnostics,4,1,1,1,1,0,0,0,0,0,none
Augustine M. Manadan,16,31,76,1152,28,1.25,Internal Medicine,Rush Medical College,"matched(ns=10,rw=28)",https://orcid.org/0000-0001-6200-5139,https://openalex.org/A5016874431,36,25,1,10,0,0.694,22,4,3,0.561,0,0.000,Vasculitis and related conditions,5,0,0,0,0,0,0,0,0,0,none
Adrienn Markovics,16,22,39,1197,13,2.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=13)",https://orcid.org/0000-0003-4913-845X,https://openalex.org/A5000233720,15,2,3,10,0,0.133,2,1,5,3.435,3,0.200,Protein Tyrosine Phosphatases,4,8,8,12,7,0,0,0,0,0,none
Gaurav Marwaha,16,22,94,801,0,0,Radiation Oncology,Rush Medical College,api_search,,https://openalex.org/A5110272103,21,4,1,16,0,0.190,4,7,1,0.679,2,0.095,Lung Cancer Diagnosis and Treatment,5,0,0,5,4,0,0,0,0,0,none
William McDade,16,21,61,849,1,2.857142857142857,Anesthesiology,Rush Medical College,"matched(ns=20,rw=1)",https://orcid.org/0000-0003-1068-8702,https://openalex.org/A5056006591,25,6,1,17,1,0.240,1,15,2,7.271,16,0.640,Diversity and Career in Medicine,20,2,2,0,0,0,0,0,0,0,none
John L. Showel,16,19,38,1369,0,0,Internal Medicine,Rush Medical College,api_search,,https://openalex.org/A5111635259,0,0,0,0,0,0.000,0,0,0,0.000,0,0.000,,0,0,0,0,0,0,0,0,0,0,none
Michelle L. Sweet,16,22,59,890,3,1.0,Internal Medicine,Rush Medical College,"matched(ns=10,rw=3)",https://orcid.org/0000-0002-7890-0477,https://openalex.org/A5019710553,18,3,0,15,0,0.167,3,11,0,1.866,5,0.278,Digital Mental Health Interventions,7,5,0,1,1,0,0,0,0,0,none
Alejandro Vargas,16,20,92,1381,21,17.23076923076923,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=21)",https://orcid.org/0000-0001-7237-4034,https://openalex.org/A5100742898,36,1,8,26,1,0.028,1,9,8,0.703,4,0.111,Acute Ischemic Stroke Management,6,3,2,2,2,0,0,0,0,0,none
Denis Avey,15,16,34,1194,11,4.142857142857143,Neurological Sciences,Rush Medical College,"matched(ns=20,rw=11)",https://orcid.org/0000-0002-9796-963X,https://openalex.org/A5072721426,12,0,3,9,0,0.000,0,0,2,2.729,3,0.250,Neuroinflammation and Neurodegeneration Mechanisms,3,6,6,1,1,0,0,0,0,0,none
Sheila Badri,15,16,27,1048,2,2.0,Internal Medicine,Rush Medical College,"matched(ns=20,rw=2)",,https://openalex.org/A5085370232,4,0,1,3,0,0.000,0,1,1,1.183,0,0.000,COVID-19 and Mental Health,1,1,1,0,0,0,0,0,0,0,none
